run,arm,seed,step,train_win_rate,difficulty
dbase-s28,dbase,28,955392,0.07,-1.0
dbase-s28,dbase,28,986112,0.11,-1.0
dbase-s28,dbase,28,1016832,0.11,-1.0
dbase-s28,dbase,28,1047552,0.16,-1.0
dbase-s28,dbase,28,1078272,0.1,-1.0
dbase-s28,dbase,28,1108992,0.1,-1.0
dbase-s28,dbase,28,1139712,0.09,-1.0
dbase-s28,dbase,28,1170432,0.07,-1.0
dbase-s28,dbase,28,1201152,0.09,-1.0
dbase-s28,dbase,28,1231872,0.13,-1.0
dbase-s28,dbase,28,1262592,0.12,-1.0
dbase-s28,dbase,28,1293312,0.07,-1.0
dbase-s28,dbase,28,1324032,0.15,-1.0
dbase-s28,dbase,28,1354752,0.05,-1.0
dbase-s28,dbase,28,1385472,0.14,-1.0
dbase-s28,dbase,28,1416192,0.13,-1.0
dbase-s28,dbase,28,1446912,0.11,-1.0
dbase-s28,dbase,28,1477632,0.13,-1.0
dbase-s28,dbase,28,1508352,0.08,-1.0
dbase-s28,dbase,28,1539072,0.11,-1.0
dbase-s28,dbase,28,1569792,0.1,-1.0
dbase-s28,dbase,28,1600512,0.2,-1.0
dbase-s28,dbase,28,1631232,0.24,-1.0
dbase-s28,dbase,28,1661952,0.15,-1.0
dbase-s28,dbase,28,1692672,0.19,-1.0
dbase-s28,dbase,28,1723392,0.21,-1.0
dbase-s28,dbase,28,1754112,0.1,-1.0
dbase-s28,dbase,28,1784832,0.22,-1.0
dbase-s28,dbase,28,1815552,0.12,-1.0
dbase-s28,dbase,28,1846272,0.1,-1.0
dbase-s28,dbase,28,1876992,0.13,-1.0
dbase-s28,dbase,28,1907712,0.23,-1.0
dbase-s28,dbase,28,1938432,0.15,-1.0
dbase-s28,dbase,28,1969152,0.15,-1.0
dbase-s28,dbase,28,1999872,0.17,-1.0
dbase-s28,dbase,28,2030592,0.18,-1.0
dbase-s28,dbase,28,2061312,0.21,-1.0
dbase-s28,dbase,28,2092032,0.17,-1.0
dbase-s28,dbase,28,2122752,0.27,-1.0
dbase-s28,dbase,28,2153472,0.17,-1.0
dbase-s28,dbase,28,2184192,0.15,-1.0
dbase-s28,dbase,28,2214912,0.18,-1.0
dbase-s28,dbase,28,2245632,0.2,-1.0
dbase-s28,dbase,28,2276352,0.24,-1.0
dbase-s28,dbase,28,2307072,0.24,-1.0
dbase-s28,dbase,28,2337792,0.22,-1.0
dbase-s28,dbase,28,2368512,0.24,-1.0
dbase-s28,dbase,28,2399232,0.17,-1.0
dbase-s28,dbase,28,2429952,0.28,-1.0
dbase-s28,dbase,28,2460672,0.24,-1.0
dbase-s28,dbase,28,2491392,0.23,-1.0
dbase-s28,dbase,28,2522112,0.25,-1.0
dbase-s28,dbase,28,2552832,0.31,-1.0
dbase-s28,dbase,28,2583552,0.31,-1.0
dbase-s28,dbase,28,2614272,0.36,-1.0
dbase-s28,dbase,28,2644992,0.3,-1.0
dbase-s28,dbase,28,2675712,0.22,-1.0
dbase-s28,dbase,28,2706432,0.33,-1.0
dbase-s28,dbase,28,2737152,0.34,-1.0
dbase-s28,dbase,28,2767872,0.3,-1.0
dbase-s28,dbase,28,2798592,0.32,-1.0
dbase-s28,dbase,28,2829312,0.33,-1.0
dbase-s28,dbase,28,2860032,0.29,-1.0
dbase-s28,dbase,28,2890752,0.3,-1.0
dbase-s28,dbase,28,2921472,0.31,-1.0
dbase-s28,dbase,28,2952192,0.35,-1.0
dbase-s28,dbase,28,2982912,0.41,-1.0
dbase-s28,dbase,28,3013632,0.43,-1.0
dbase-s28,dbase,28,3044352,0.34,-1.0
dbase-s28,dbase,28,3075072,0.27,-1.0
dbase-s28,dbase,28,3105792,0.4,-1.0
dbase-s28,dbase,28,3136512,0.4,-1.0
dbase-s28,dbase,28,3167232,0.46,-1.0
dbase-s28,dbase,28,3197952,0.41,-1.0
dbase-s28,dbase,28,3228672,0.5,-1.0
dbase-s28,dbase,28,3259392,0.46,-1.0
dbase-s28,dbase,28,3290112,0.43,-1.0
dbase-s28,dbase,28,3320832,0.37,-1.0
dbase-s28,dbase,28,3351552,0.39,-1.0
dbase-s28,dbase,28,3382272,0.51,-1.0
dbase-s28,dbase,28,3412992,0.46,-1.0
dbase-s28,dbase,28,3443712,0.49,-1.0
dbase-s28,dbase,28,3474432,0.38,-1.0
dbase-s28,dbase,28,3505152,0.41,-1.0
dbase-s28,dbase,28,3535872,0.51,-1.0
dbase-s28,dbase,28,3566592,0.46,-1.0
dbase-s28,dbase,28,3597312,0.46,-1.0
dbase-s28,dbase,28,3628032,0.52,-1.0
dbase-s28,dbase,28,3658752,0.5,-1.0
dbase-s28,dbase,28,3689472,0.59,-1.0
dbase-s28,dbase,28,3720192,0.61,-1.0
dbase-s28,dbase,28,3750912,0.54,-1.0
dbase-s28,dbase,28,3781632,0.52,-1.0
dbase-s28,dbase,28,3812352,0.59,-1.0
dbase-s28,dbase,28,3843072,0.53,-1.0
dbase-s28,dbase,28,3873792,0.64,-1.0
dbase-s28,dbase,28,3904512,0.57,-1.0
dbase-s28,dbase,28,3935232,0.55,-1.0
dbase-s28,dbase,28,3965952,0.66,-1.0
dbase-s28,dbase,28,3996672,0.56,-1.0
dbase-s28,dbase,28,4027392,0.63,-1.0
dbase-s28,dbase,28,4058112,0.57,-1.0
dbase-s28,dbase,28,4088832,0.6,-1.0
dbase-s28,dbase,28,4119552,0.53,-1.0
dbase-s28,dbase,28,4150272,0.52,-1.0
dbase-s28,dbase,28,4180992,0.59,-1.0
dbase-s28,dbase,28,4211712,0.64,-1.0
dbase-s28,dbase,28,4242432,0.62,-1.0
dbase-s28,dbase,28,4273152,0.55,-1.0
dbase-s28,dbase,28,4303872,0.68,-1.0
dbase-s28,dbase,28,4334592,0.69,-1.0
dbase-s28,dbase,28,4365312,0.73,-1.0
dbase-s28,dbase,28,4396032,0.57,-1.0
dbase-s28,dbase,28,4426752,0.64,-1.0
dbase-s28,dbase,28,4457472,0.72,-1.0
dbase-s28,dbase,28,4488192,0.67,-1.0
dbase-s28,dbase,28,4518912,0.74,-1.0
dbase-s28,dbase,28,4549632,0.65,-1.0
dbase-s28,dbase,28,4580352,0.64,-1.0
dbase-s28,dbase,28,4611072,0.77,-1.0
dbase-s28,dbase,28,4641792,0.72,-1.0
dbase-s28,dbase,28,4672512,0.65,-1.0
dbase-s28,dbase,28,4703232,0.63,-1.0
dbase-s28,dbase,28,4733952,0.66,-1.0
dbase-s28,dbase,28,4764672,0.73,-1.0
dbase-s28,dbase,28,4795392,0.67,-1.0
dbase-s28,dbase,28,4826112,0.73,-1.0
dbase-s28,dbase,28,4856832,0.64,-1.0
dbase-s28,dbase,28,4887552,0.64,-1.0
dbase-s28,dbase,28,4918272,0.77,-1.0
dbase-s28,dbase,28,4948992,0.74,-1.0
dbase-s28,dbase,28,4979712,0.75,-1.0
dbase-s28,dbase,28,5010432,0.76,-1.0
dbase-s28,dbase,28,5041152,0.81,-1.0
dbase-s28,dbase,28,5071872,0.7,-1.0
dbase-s28,dbase,28,5102592,0.7,-1.0
dbase-s28,dbase,28,5133312,0.77,-1.0
dbase-s28,dbase,28,5164032,0.77,-1.0
dbase-s28,dbase,28,5194752,0.79,-1.0
dbase-s28,dbase,28,5225472,0.73,-1.0
dbase-s28,dbase,28,5256192,0.8,-1.0
dbase-s28,dbase,28,5286912,0.74,-1.0
dbase-s28,dbase,28,5317632,0.8,-1.0
dbase-s28,dbase,28,5348352,0.85,-1.0
dbase-s28,dbase,28,5379072,0.78,-1.0
dbase-s28,dbase,28,5409792,0.8,-1.0
dbase-s28,dbase,28,5440512,0.75,-1.0
dbase-s28,dbase,28,5471232,0.76,-1.0
dbase-s28,dbase,28,5501952,0.72,-1.0
dbase-s28,dbase,28,5532672,0.77,-1.0
dbase-s28,dbase,28,5563392,0.83,-1.0
dbase-s28,dbase,28,5594112,0.79,-1.0
dbase-s28,dbase,28,5624832,0.8,-1.0
dbase-s28,dbase,28,5655552,0.85,-1.0
dbase-s28,dbase,28,5686272,0.8,-1.0
dbase-s28,dbase,28,5716992,0.83,-1.0
dbase-s28,dbase,28,5747712,0.88,-1.0
dbase-s28,dbase,28,5778432,0.76,-1.0
dbase-s28,dbase,28,5809152,0.78,-1.0
dbase-s28,dbase,28,5839872,0.84,-1.0
dbase-s28,dbase,28,5870592,0.81,-1.0
dbase-s28,dbase,28,5901312,0.82,-1.0
dbase-s28,dbase,28,5932032,0.79,-1.0
dbase-s28,dbase,28,5962752,0.77,-1.0
dbase-s28,dbase,28,5993472,0.75,-1.0
dbase-s28,dbase,28,6024192,0.81,-1.0
dbase-s28,dbase,28,6054912,0.85,-1.0
dbase-s28,dbase,28,6085632,0.87,-1.0
dbase-s28,dbase,28,6116352,0.9,-1.0
dbase-s28,dbase,28,6147072,0.82,-1.0
dbase-s28,dbase,28,6177792,0.82,-1.0
dbase-s28,dbase,28,6208512,0.76,-1.0
dbase-s28,dbase,28,6239232,0.82,-1.0
dbase-s28,dbase,28,6269952,0.83,-1.0
dbase-s28,dbase,28,6300672,0.84,-1.0
dbase-s28,dbase,28,6331392,0.74,-1.0
dbase-s28,dbase,28,6362112,0.8,-1.0
dbase-s28,dbase,28,6392832,0.84,-1.0
dbase-s28,dbase,28,6423552,0.86,-1.0
dbase-s28,dbase,28,6454272,0.81,-1.0
dbase-s28,dbase,28,6484992,0.83,-1.0
dbase-s28,dbase,28,6515712,0.83,-1.0
dbase-s28,dbase,28,6546432,0.81,-1.0
dbase-s28,dbase,28,6577152,0.85,-1.0
dbase-s28,dbase,28,6607872,0.84,-1.0
dbase-s28,dbase,28,6638592,0.9,-1.0
dbase-s28,dbase,28,6669312,0.87,-1.0
dbase-s28,dbase,28,6700032,0.9,-1.0
dbase-s28,dbase,28,6730752,0.87,-1.0
dbase-s28,dbase,28,6761472,0.86,-1.0
dbase-s28,dbase,28,6792192,0.87,-1.0
dbase-s28,dbase,28,6822912,0.9,-1.0
dbase-s28,dbase,28,6853632,0.81,-1.0
dbase-s28,dbase,28,6884352,0.86,-1.0
dbase-s28,dbase,28,6915072,0.83,-1.0
dbase-s28,dbase,28,6945792,0.84,-1.0
dbase-s28,dbase,28,6976512,0.93,-1.0
dbase-s28,dbase,28,7007232,0.9,-1.0
dbase-s28,dbase,28,7037952,0.89,-1.0
dbase-s28,dbase,28,7068672,0.89,-1.0
dbase-s28,dbase,28,7099392,0.84,-1.0
dbase-s28,dbase,28,7130112,0.93,-1.0
dbase-s28,dbase,28,7160832,0.87,-1.0
dbase-s28,dbase,28,7191552,0.87,-1.0
dbase-s28,dbase,28,7222272,0.88,-1.0
dbase-s28,dbase,28,7252992,0.86,-1.0
dbase-s28,dbase,28,7283712,0.88,-1.0
dbase-s28,dbase,28,7314432,0.89,-1.0
dbase-s28,dbase,28,7345152,0.84,-1.0
dbase-s28,dbase,28,7375872,0.87,-1.0
dbase-s28,dbase,28,7406592,0.92,-1.0
dbase-s28,dbase,28,7437312,0.9,-1.0
dbase-s28,dbase,28,7468032,0.92,-1.0
dbase-s28,dbase,28,7498752,0.91,-1.0
dbase-s28,dbase,28,7529472,0.95,-1.0
dbase-s28,dbase,28,7560192,0.88,-1.0
dbase-s28,dbase,28,7590912,0.89,-1.0
dbase-s28,dbase,28,7621632,0.85,-1.0
dbase-s28,dbase,28,7652352,0.9,-1.0
dbase-s28,dbase,28,7683072,0.92,-1.0
dbase-s28,dbase,28,7713792,0.89,-1.0
dbase-s28,dbase,28,7744512,0.93,-1.0
dbase-s28,dbase,28,7775232,0.82,-1.0
dbase-s28,dbase,28,7805952,0.88,-1.0
dbase-s28,dbase,28,7836672,0.85,-1.0
dbase-s28,dbase,28,7867392,0.81,-1.0
dbase-s28,dbase,28,7898112,0.87,-1.0
dbase-s28,dbase,28,7928832,0.92,-1.0
dbase-s28,dbase,28,7959552,0.93,-1.0
dbase-s28,dbase,28,7990272,0.92,-1.0
dbase-s28,dbase,28,7999488,0.94,-1.0
dbase-s29,dbase,29,3072,0.01,-1.0
dbase-s29,dbase,29,33792,0.01,-1.0
dbase-s29,dbase,29,64512,0.01,-1.0
dbase-s29,dbase,29,95232,0.04,-1.0
dbase-s29,dbase,29,125952,0.05,-1.0
dbase-s29,dbase,29,156672,0.03,-1.0
dbase-s29,dbase,29,187392,0.07,-1.0
dbase-s29,dbase,29,218112,0.03,-1.0
dbase-s29,dbase,29,248832,0.06,-1.0
dbase-s29,dbase,29,279552,0.05,-1.0
dbase-s29,dbase,29,310272,0.03,-1.0
dbase-s29,dbase,29,340992,0.03,-1.0
